24
NASA/GSFC/SHADOZ Archive         : http://croc.gsfc.nasa.gov/shadoz
SHADOZ Version                   : 05.1 Reprocessed
SHADOZ format data created       : 14 March, 2016
STATION                          : San Pedro, San Jose, Costa Rica
SHADOZ Principal Investigator    : Anne M. Thompson (NASA/GSFC, USA)
Station Principal Investigator(s): Holger Voemel (NCAR EOL FL-1, USA), Henry Selkirk (USRA, USA)
Latitude (deg)                   : 9.93960
Longitude (deg)                  : -84.04230
Elevation (m)                    : 1240.00
Launch Date                      : 20160304
Launch Time (UT)                 : 13:08:13
Highest level reached (hPa)      : 7.91
Integrated O3 until EOF (DU)     : 126.60
Sonde/MLS Climatology(1988-2010) : 42.12
Sonde Instrument, SN             : 2Z29883
Radiosonde, SN                   : InterMet IMet1 RSB, 37353
KI Solution                      : 1%, 1/10 Buffer
Applied pump corrections         : 1ZAVG
Pump flow rate (sec/100ml)       : 29.09
Background current (uA)          : 0.020
Missing or bad values            : 9000
Time    Press       Alt      Temp      RH         O3        O3        O3      W Dir     W Spd      T Pump    I O3  GPS lat   GPS lon   GPS alt
sec     hPa         km       C         %          mPa       ppmv      du      deg       m/s        C         uA        deg       deg        km
  2437   146.290    14.422   -65.250    13.000     0.929     0.064    12.516   232.000    24.600    25.200     0.266    10.071   -83.861    14.489
  2438   146.160    14.428   -65.280    12.000     0.937     0.064    12.523   231.900    24.900    25.200     0.268    10.071   -83.861    14.495
  2439   146.070    14.431   -65.330    12.000     0.918     0.063    12.527   228.900    24.300    25.200     0.263    10.071   -83.861    14.500
  2440   146.050    14.432   -65.380    12.000     0.941     0.064    12.528   227.000    26.100    25.200     0.269    10.071   -83.861    14.505
  2443   145.620    14.450   -65.460    13.000     0.941     0.065    12.550   227.000    27.400    25.200     0.269    10.072   -83.860    14.521
  2444   145.500    14.455   -65.550    13.000     0.956     0.066    12.556   231.000    27.100    25.200     0.273    10.072   -83.860    14.526
  2452   144.260    14.507   -65.820    13.000     0.941     0.065    12.620   233.900    25.600    25.100     0.269    10.073   -83.859    14.567
  2453   144.170    14.511   -65.860    13.000     0.941     0.065    12.625   230.900    26.100    25.100     0.269    10.073   -83.858    14.572
  2454   144.090    14.514   -65.900    13.000     0.956     0.066    12.629   228.900    26.700    25.100     0.273    10.073   -83.858    14.577
  2455   143.960    14.520   -65.920    13.000     0.967     0.067    12.636   228.000    27.800    25.100     0.276    10.073   -83.858    14.581
  2456   143.800    14.526   -65.960    13.000     0.952     0.066    12.644   229.000    31.200    25.100     0.272    10.074   -83.858    14.585
  2458   143.540    14.537   -66.070    13.000     0.963     0.067    12.658   231.900    28.700    25.100     0.275    10.074   -83.857    14.598
  2459   143.370    14.544   -66.110    13.000     0.948     0.066    12.667   235.200    26.000    25.100     0.271    10.074   -83.857    14.605
  2460   143.210    14.551   -66.180    13.000     0.956     0.067    12.675   235.800    26.000    25.100     0.273    10.074   -83.857    14.611
  2461   143.050    14.558   -66.190    12.000     0.944     0.066    12.684   233.900    24.000    25.100     0.270    10.074   -83.857    14.617
  2462   142.900    14.564   -66.190    12.000     0.948     0.066    12.692   233.000    24.300    25.100     0.271    10.074   -83.857    14.624
  2463   142.740    14.571   -66.210    12.000     0.952     0.067    12.700   233.000    29.900    25.100     0.272    10.075   -83.857    14.631
  2467   142.270    14.591   -66.240    12.000     0.944     0.066    12.725   232.500    29.400    25.000     0.270    10.075   -83.856    14.654
  2472   141.640    14.618   -66.640    13.000     0.948     0.067    12.758   232.000    28.900    25.000     0.271    10.076   -83.855    14.680
  2473   141.560    14.621   -66.560    13.000     0.956     0.068    12.762   227.000    20.100    25.000     0.273    10.076   -83.854    14.685
  2474   141.470    14.625   -66.610    12.000     0.963     0.068    12.767   227.500    19.700    25.000     0.275    10.076   -83.854    14.690
  2475   141.410    14.628   -66.620    13.000     0.944     0.067    12.770   228.000    19.400    25.000     0.270    10.076   -83.854    14.694
  2476   141.280    14.633   -66.600    12.000     0.944     0.067    12.777   231.100    22.000    25.000     0.270    10.077   -83.854    14.700
  2477   141.150    14.639   -66.660    12.000     0.952     0.067    12.784   231.900    24.000    25.000     0.272    10.077   -83.854    14.706
  2478   141.000    14.645   -66.690    12.000     0.952     0.068    12.792   231.000    25.500    25.000     0.272    10.077   -83.854    14.711
  2479   140.850    14.652   -66.690    12.000     0.933     0.066    12.800   230.000    25.900    25.000     0.267    10.077   -83.853    14.716
  2480   140.720    14.657   -66.690    12.000     0.940     0.067    12.807   229.000    29.700    24.900     0.269    10.077   -83.853    14.722
  2481   140.600    14.662   -66.760    13.000     0.937     0.067    12.813   227.400    25.300    24.900     0.268    10.077   -83.853    14.728
  2482   140.390    14.671   -66.750    13.000     0.933     0.066    12.824   224.700    23.500    24.900     0.267    10.077   -83.853    14.732
  2483   140.300    14.675   -66.730    12.000     0.955     0.068    12.829   221.000    22.200    24.900     0.273    10.078   -83.853    14.738
  2484   140.160    14.681   -66.700    13.000     0.959     0.068    12.836   221.000    21.400    24.900     0.274    10.078   -83.853    14.742
  2485   140.030    14.687   -66.700    12.000     0.940     0.067    12.843   227.500    22.600    24.900     0.269    10.078   -83.853    14.748
  2487   139.750    14.699   -66.710    12.000     0.967     0.069    12.858   233.300    20.700    24.900     0.276    10.078   -83.852    14.758
  2488   139.630    14.704   -66.730    12.000     0.959     0.069    12.865   238.000    19.300    24.900     0.274    10.078   -83.852    14.761
  2489   139.510    14.709   -66.760    12.000     0.948     0.068    12.871   238.800    21.600    24.900     0.271    10.078   -83.852    14.765
  2490   139.400    14.714   -66.780    12.000     0.948     0.068    12.877   235.000    24.100    24.900     0.271    10.078   -83.852    14.770
  2492   139.210    14.722   -66.840    12.000     0.948     0.068    12.887   229.000    24.800    24.900     0.271    10.079   -83.851    14.780
  2495   138.930    14.735   -66.910    12.000     0.944     0.068    12.902   227.100    26.100    24.900     0.270    10.079   -83.851    14.794
  2496   138.840    14.739   -66.910    12.000     0.918     0.066    12.907   229.000    26.000    24.800     0.263    10.079   -83.851    14.798
  2497   138.750    14.743   -66.970    12.000     0.906     0.065    12.912   229.000    24.500    24.800     0.260    10.079   -83.851    14.804
  2500   138.400    14.758   -67.070    12.000     0.914     0.066    12.930   238.000    20.700    24.800     0.262    10.080   -83.850    14.817
  2501   138.310    14.762   -67.080    12.000     0.876     0.063    12.935   243.000    22.200    24.800     0.252    10.080   -83.850    14.822
  2502   138.200    14.767   -67.040    12.000     0.884     0.064    12.940   242.500    23.900    24.800     0.254    10.080   -83.850    14.828
  2503   138.080    14.772   -67.010    12.000     0.884     0.064    12.946   234.000    25.700    24.800     0.254    10.080   -83.849    14.833
  2504   137.930    14.778   -67.050    12.000     0.853     0.062    12.954   233.400    25.800    24.800     0.246    10.080   -83.849    14.838
  2505   137.820    14.783   -67.080    12.000     0.853     0.062    12.959   232.800    25.800    24.800     0.246    10.080   -83.849    14.844
  2507   137.570    14.794   -67.220    12.000     0.853     0.062    12.971   231.600    25.900    24.800     0.246    10.081   -83.849    14.855
  2508   137.420    14.801   -67.230    12.000     0.823     0.060    12.978   230.700    26.000    24.800     0.238    10.081   -83.849    14.860
  2509   137.270    14.807   -67.300    12.000     0.816     0.059    12.985   226.500    27.400    24.800     0.236    10.081   -83.848    14.868
  2510   137.120    14.814   -67.330    12.000     0.801     0.058    12.992   233.600    24.600    24.800     0.232    10.081   -83.848    14.875
  2512   136.900    14.823   -67.330    12.000     0.789     0.058    13.003   239.400    23.100    24.700     0.229    10.081   -83.848    14.885
  2513   136.780    14.829   -67.420    12.000     0.789     0.058    13.008   246.000    23.700    24.700     0.229    10.081   -83.848    14.889
  2514   136.640    14.835   -67.440    12.000     0.763     0.056    13.014   245.900    24.500    24.700     0.222    10.082   -83.847    14.893
  2515   136.540    14.839   -67.440    12.000     0.755     0.055    13.019   242.800    24.000    24.700     0.220    10.082   -83.847    14.898
  2516   136.400    14.845   -67.450    12.000     0.759     0.056    13.025   239.000    24.400    24.700     0.221    10.082   -83.847    14.905
  2517   136.270    14.851   -67.520    12.000     0.751     0.055    13.030   234.900    25.900    24.700     0.219    10.082   -83.847    14.909
  2518   136.180    14.855   -67.540    12.000     0.740     0.054    13.034   233.100    29.200    24.700     0.216    10.082   -83.847    14.913
  2519   136.070    14.860   -67.570    12.000     0.740     0.054    13.039   234.100    26.000    24.700     0.216    10.082   -83.846    14.919
  2520   135.910    14.867   -67.580    12.000     0.733     0.054    13.046   236.700    26.900    24.700     0.214    10.082   -83.846    14.926
  2521   135.830    14.871   -67.620    12.000     0.710     0.052    13.049   238.200    28.100    24.700     0.208    10.082   -83.846    14.931
  2522   135.730    14.875   -67.650    12.000     0.710     0.052    13.053   239.000    24.300    24.700     0.208    10.083   -83.846    14.937
  2523   135.590    14.881   -67.680    12.000     0.706     0.052    13.059   238.800    23.900    24.700     0.207    10.083   -83.846    14.942
  2524   135.460    14.887   -67.770    12.000     0.687     0.051    13.064   238.000    23.800    24.700     0.202    10.083   -83.845    14.946
  2525   135.360    14.891   -67.790    12.000     0.676     0.050    13.068   238.200    24.300    24.700     0.199    10.083   -83.845    14.951
  2526   135.330    14.893   -67.800    12.000     0.679     0.050    13.070   239.000    23.900    24.600     0.200    10.083   -83.845    14.956
  2527   135.250    14.896   -67.870    12.000     0.687     0.051    13.073   239.100    27.500    24.600     0.202    10.083   -83.845    14.961
  2529   135.090    14.903   -67.930    12.000     0.664     0.049    13.079   242.000    25.800    24.600     0.196    10.083   -83.844    14.971
  2530   134.980    14.908   -68.020    12.000     0.664     0.049    13.083   242.000    21.800    24.600     0.196    10.083   -83.844    14.976
  2531   134.860    14.914   -68.020    12.000     0.664     0.049    13.088   242.000    23.300    24.600     0.196    10.084   -83.844    14.981
  2532   134.770    14.918   -68.090    12.000     0.634     0.047    13.092   242.000    26.400    24.600     0.188    10.084   -83.844    14.985
  2533   134.630    14.924   -68.120    12.000     0.638     0.047    13.097   242.000    24.800    24.600     0.189    10.084   -83.844    14.990
  2534   134.520    14.929   -68.150    12.000     0.638     0.047    13.101   241.600    26.400    24.600     0.189    10.084   -83.843    14.997
  2536   134.270    14.940   -68.260    12.000     0.630     0.047    13.110   239.000    27.100    24.600     0.187    10.084   -83.843    15.006
  2537   134.170    14.944   -68.270    12.000     0.623     0.046    13.114   238.900    27.200    24.600     0.185    10.084   -83.843    15.013
  2538   134.080    14.948   -68.360    12.000     0.615     0.046    13.117   238.100    26.700    24.600     0.183    10.084   -83.843    15.018
  2539   133.940    14.955   -68.410    12.000     0.589     0.044    13.122   239.100    25.800    24.600     0.176    10.084   -83.842    15.023
  2540   133.820    14.960   -68.400    12.000     0.593     0.044    13.126   242.000    26.600    24.500     0.177    10.085   -83.842    15.029
  2541   133.700    14.965   -68.420    12.000     0.596     0.045    13.130   244.000    27.300    24.500     0.178    10.085   -83.842    15.035
  2542   133.590    14.970   -68.510    12.000     0.589     0.044    13.134   244.900    26.000    24.500     0.176    10.085   -83.842    15.040
  2543   133.490    14.975   -68.500    12.000     0.574     0.043    13.138   244.000    25.000    24.500     0.172    10.085   -83.842    15.044
  2544   133.360    14.981   -68.580    12.000     0.577     0.043    13.142   243.000    25.000    24.500     0.173    10.085   -83.841    15.050
  2545   133.240    14.986   -68.590    12.000     0.570     0.043    13.146   241.900    25.100    24.500     0.171    10.085   -83.841    15.055
  2546   133.110    14.992   -68.600    12.000     0.551     0.041    13.151   240.900    24.500    24.500     0.166    10.085   -83.841    15.060
  2547   133.000    14.997   -68.610    12.000     0.555     0.042    13.154   240.000    23.800    24.500     0.167    10.085   -83.841    15.067
  2549   132.730    15.009   -68.750    12.000     0.544     0.041    13.163   241.000    26.300    24.500     0.164    10.086   -83.840    15.080
  2550   132.620    15.014   -68.770    12.000     0.536     0.040    13.167   244.000    30.300    24.500     0.162    10.086   -83.840    15.084
  2551   132.480    15.020   -68.800    12.000     0.536     0.041    13.171   246.000    26.100    24.500     0.162    10.086   -83.840    15.089
  2552   132.340    15.027   -68.850    12.000     0.536     0.041    13.175   246.000    26.900    24.500     0.162    10.086   -83.840    15.096
  2554   132.050    15.040   -68.940    12.000     0.536     0.041    13.185   246.000    26.500    24.500     0.162    10.086   -83.839    15.109
  2555   131.910    15.046   -68.980    12.000     0.513     0.039    13.189   246.000    26.400    24.400     0.156    10.086   -83.839    15.115
  2556   131.790    15.052   -69.020    12.000     0.513     0.039    13.193   246.000    26.500    24.400     0.156    10.086   -83.839    15.121
  2557   131.660    15.058   -69.070    12.000     0.506     0.038    13.197   247.000    33.800    24.400     0.154    10.086   -83.839    15.127
  2558   131.550    15.063   -69.080    11.000     0.498     0.038    13.200   249.000    28.100    24.400     0.152    10.086   -83.838    15.134
  2563   130.970    15.089   -69.220    12.000     0.479     0.037    13.217   248.600    28.100    24.400     0.147    10.087   -83.837    15.161
  2564   130.850    15.095   -69.290    12.000     0.479     0.037    13.221   243.900    31.000    24.400     0.147    10.087   -83.837    15.167
  2565   130.720    15.100   -69.340    12.000     0.460     0.035    13.224   243.300    26.400    24.400     0.142    10.087   -83.837    15.171
  2566   130.590    15.106   -69.330    12.000     0.453     0.035    13.228   248.100    25.900    24.400     0.140    10.087   -83.836    15.177
  2568   130.350    15.117   -69.420    11.000     0.453     0.035    13.235   250.300    26.200    24.400     0.140    10.087   -83.836    15.189
  2571   130.070    15.130   -69.440    12.000     0.441     0.034    13.242   253.900    27.800    24.300     0.137    10.088   -83.835    15.203
  2572   129.900    15.138   -69.460    12.000     0.423     0.032    13.247   252.300    30.200    24.300     0.132    10.088   -83.835    15.209
  2573   129.750    15.145   -69.500    12.000     0.423     0.033    13.250   251.000    29.900    24.300     0.132    10.088   -83.835    15.213
  2574   129.630    15.150   -69.570    11.000     0.423     0.033    13.254   250.000    28.700    24.300     0.132    10.088   -83.834    15.219
  2575   129.490    15.157   -69.580    12.000     0.404     0.031    13.257   248.000    32.000    24.300     0.127    10.088   -83.834    15.225
  2576   129.350    15.163   -69.510    12.000     0.404     0.031    13.260   246.000    27.600    24.300     0.127    10.088   -83.834    15.231
  2578   129.150    15.172   -69.590    12.000     0.400     0.031    13.265   247.300    26.100    24.300     0.126    10.088   -83.833    15.244
  2579   129.010    15.179   -69.610    12.000     0.392     0.030    13.269   251.700    25.000    24.300     0.124    10.088   -83.833    15.249
  2580   128.900    15.184   -69.610    11.000     0.400     0.031    13.271   255.000    28.600    24.300     0.126    10.088   -83.833    15.254
  2581   128.780    15.189   -69.670    12.000     0.396     0.031    13.274   257.000    32.300    24.300     0.125    10.088   -83.833    15.260
  2582   128.630    15.196   -69.830    12.000     0.389     0.030    13.278   257.000    29.400    24.300     0.123    10.089   -83.833    15.264
  2583   128.530    15.201   -69.850    12.000     0.389     0.030    13.280   254.900    28.600    24.200     0.123    10.089   -83.832    15.270
  2584   128.390    15.207   -69.760    11.000     0.392     0.031    13.284   251.800    28.300    24.200     0.124    10.089   -83.832    15.276
  2585   128.300    15.212   -69.790    11.000     0.381     0.030    13.286   249.000    28.700    24.200     0.121    10.089   -83.832    15.281
  2587   128.030    15.224   -69.810    11.000     0.374     0.029    13.292   248.100    29.100    24.200     0.119    10.089   -83.831    15.292
  2588   127.890    15.231   -69.840    11.000     0.370     0.029    13.295   251.000    32.800    24.200     0.118    10.089   -83.831    15.298
  2589   127.790    15.235   -69.850    11.000     0.370     0.029    13.298   254.100    29.400    24.200     0.118    10.089   -83.831    15.304
  2590   127.680    15.240   -69.820    11.000     0.362     0.028    13.300   257.100    28.200    24.200     0.116    10.089   -83.830    15.309
  2590   127.560    15.246   -69.870    11.000     0.358     0.028    13.303   259.000    26.600    24.200     0.115    10.089   -83.830    15.315
  2592   127.410    15.253   -69.960    11.000     0.362     0.028    13.306   258.800    25.900    24.200     0.116    10.089   -83.830    15.320
  2593   127.360    15.255   -69.980    11.000     0.355     0.028    13.307   256.000    30.500    24.200     0.114    10.089   -83.830    15.325
  2596   127.050    15.270   -70.020    11.000     0.347     0.027    13.314   254.000    28.600    24.200     0.112    10.090   -83.829    15.343
  2597   126.950    15.274   -70.090    11.000     0.340     0.027    13.316   251.000    31.500    24.200     0.110    10.090   -83.829    15.347
  2598   126.850    15.279   -70.110    11.000     0.325     0.026    13.318   251.000    31.900    24.200     0.106    10.090   -83.828    15.352
  2600   126.660    15.288   -70.300    12.000     0.325     0.026    13.322   251.100    32.700    24.200     0.106    10.090   -83.828    15.363
  2601   126.550    15.293   -70.270    11.000     0.324     0.026    13.324   252.100    28.600    24.100     0.106    10.090   -83.828    15.368
  2602   126.410    15.300   -70.350    11.000     0.321     0.025    13.327   254.400    28.400    24.100     0.105    10.090   -83.827    15.376
  2603   126.340    15.303   -70.370    11.000     0.324     0.026    13.329   256.100    28.100    24.100     0.106    10.090   -83.827    15.381
  2604   126.190    15.310   -70.400    11.000     0.321     0.025    13.332   258.500    27.800    24.100     0.105    10.090   -83.827    15.388
  2605   126.050    15.317   -70.500    11.000     0.309     0.024    13.334   260.000    27.400    24.100     0.102    10.090   -83.827    15.395
  2606   125.830    15.327   -70.590    11.000     0.321     0.025    13.339   260.000    26.900    24.100     0.105    10.090   -83.826    15.401
  2607   125.630    15.336   -70.640    11.000     0.324     0.026    13.343   260.000    28.100    24.100     0.106    10.090   -83.826    15.405
  2608   125.530    15.341   -70.620    11.000     0.317     0.025    13.345   259.000    28.600    24.100     0.104    10.090   -83.826    15.411
  2609   125.430    15.346   -70.630    11.000     0.313     0.025    13.347   258.000    30.500    24.100     0.103    10.090   -83.826    15.417
  2610   125.340    15.350   -70.650    11.000     0.313     0.025    13.348   257.000    32.600    24.100     0.103    10.090   -83.825    15.424
  2611   125.240    15.355   -70.710    11.000     0.306     0.024    13.350   254.900    31.600    24.100     0.101    10.091   -83.825    15.429
  2612   125.120    15.361   -70.720    11.000     0.302     0.024    13.353   252.900    30.000    24.100     0.100    10.091   -83.825    15.436
  2613   124.980    15.367   -70.720    11.000     0.309     0.025    13.355   251.000    28.800    24.000     0.102    10.091   -83.825    15.443
  2614   124.870    15.372   -70.720    11.000     0.313     0.025    13.358   252.400    27.800    24.000     0.103    10.091   -83.824    15.448
  2615   124.740    15.379   -70.760    11.000     0.302     0.024    13.360   258.000    26.900    24.000     0.100    10.091   -83.824    15.453
  2619   124.200    15.405   -70.890    11.000     0.294     0.024    13.370   257.000    30.000    24.000     0.098    10.091   -83.823    15.479
  2620   124.100    15.409   -70.910    11.000     0.294     0.024    13.372   255.000    30.200    24.000     0.098    10.091   -83.823    15.485
  2621   123.990    15.415   -71.000    11.000     0.294     0.024    13.374   251.100    30.100    24.000     0.098    10.091   -83.822    15.492
  2622   123.890    15.419   -70.920    11.000     0.294     0.024    13.376   246.000    29.500    24.000     0.098    10.091   -83.822    15.496
  2623   123.780    15.425   -70.910    11.000     0.294     0.024    13.378   242.000    28.100    24.000     0.098    10.091   -83.822    15.501
  2624   123.620    15.432   -71.030    11.000     0.294     0.024    13.381   243.500    30.200    24.000     0.098    10.092   -83.822    15.508
  2624   123.490    15.439   -71.060    11.000     0.294     0.024    13.384   249.300    26.500    24.000     0.098    10.092   -83.822    15.514
  2626   123.340    15.446   -71.150    11.000     0.294     0.024    13.386   256.000    27.400    24.000     0.098    10.092   -83.821    15.522
  2627   123.190    15.453   -71.230    11.000     0.294     0.024    13.389   262.700    28.600    23.900     0.098    10.092   -83.821    15.530
  2628   123.060    15.459   -71.310    11.000     0.294     0.024    13.392   266.000    27.000    23.900     0.098    10.092   -83.821    15.536
  2629   122.930    15.465   -71.390    11.000     0.294     0.024    13.394   269.000    34.200    23.900     0.098    10.092   -83.821    15.542
  2630   122.770    15.473   -71.460    11.000     0.283     0.023    13.397   266.700    29.100    23.900     0.095    10.092   -83.820    15.552
  2631   122.670    15.478   -71.510    11.000     0.283     0.023    13.399   257.500    24.400    23.900     0.095    10.092   -83.820    15.559
  2634   122.230    15.499   -71.770    11.000     0.287     0.023    13.407   251.000    24.300    23.900     0.096    10.092   -83.819    15.576
  2635   122.020    15.509   -71.880    11.000     0.294     0.024    13.411   242.000    30.700    23.900     0.098    10.092   -83.819    15.585
  2635   121.800    15.520   -71.960    10.000     0.287     0.023    13.415   245.000    31.400    23.900     0.096    10.092   -83.819    15.595
  2637   121.650    15.527   -72.190    11.000     0.290     0.024    13.418   251.500    29.400    23.900     0.097    10.092   -83.819    15.608
  2638   121.480    15.535   -72.310    11.000     0.287     0.024    13.421   259.900    29.400    23.900     0.096    10.092   -83.818    15.620
  2638   121.380    15.540   -72.200    11.000     0.279     0.023    13.423   266.400    23.100    23.900     0.094    10.092   -83.818    15.625
  2640   121.280    15.545   -72.220    10.000     0.283     0.023    13.425   273.700    22.000    23.900     0.095    10.092   -83.818    15.630
  2641   121.160    15.551   -72.300    10.000     0.287     0.024    13.427   269.900    20.600    23.800     0.096    10.092   -83.818    15.634
  2644   120.760    15.570   -72.230    11.000     0.268     0.022    13.434   262.200    20.300    23.800     0.091    10.092   -83.817    15.654
  2645   120.670    15.574   -72.320    11.000     0.283     0.023    13.436   249.000    25.100    23.800     0.095    10.092   -83.817    15.659
  2646   120.700    15.573   -72.320    10.000     0.287     0.024    13.435   246.000    28.500    23.800     0.096    10.093   -83.817    15.662
  2647   120.630    15.576   -72.290    10.000     0.283     0.023    13.437   246.500    29.700    23.800     0.095    10.093   -83.816    15.668
  2648   120.480    15.584   -72.380    10.000     0.275     0.023    13.439   248.000    29.400    23.800     0.093    10.093   -83.816    15.672
  2649   120.400    15.588   -72.340    10.000     0.279     0.023    13.441   259.000    25.900    23.800     0.094    10.093   -83.816    15.678
  2655   119.780    15.618   -72.630    10.000  9000.000  9000.000    13.441   260.000    26.300    23.700  9000.000    10.093   -83.815    15.706
  2656   119.510    15.631   -72.670    10.000     0.287     0.024    13.441   248.500    26.100    23.700     0.096    10.093   -83.814    15.712
  2657   119.350    15.639   -72.750    10.000     0.275     0.023    13.444   245.900    23.100    23.700     0.093    10.093   -83.814    15.715
  2658   119.220    15.645   -72.760    10.000     0.279     0.023    13.446   245.000    24.400    23.700     0.094    10.093   -83.814    15.720
  2659   119.160    15.648   -72.760    10.000     0.287     0.024    13.447   249.200    25.200    23.700     0.096    10.093   -83.814    15.726
  2660   119.110    15.651   -72.820    10.000     0.290     0.024    13.448   253.400    27.100    23.700     0.097    10.094   -83.814    15.730
  2660   118.990    15.657   -72.920    10.000     0.272     0.023    13.451   259.000    26.200    23.700     0.092    10.094   -83.813    15.736
  2663   118.830    15.665   -73.080    11.000     0.279     0.023    13.453   259.000    26.000    23.700     0.094    10.094   -83.813    15.749
  2664   118.690    15.671   -73.140    10.000     0.275     0.023    13.456   259.000    25.900    23.700     0.093    10.094   -83.813    15.755
  2665   118.550    15.678   -73.170    10.000     0.275     0.023    13.459   254.800    28.100    23.700     0.093    10.094   -83.812    15.762
  2666   118.450    15.683   -73.190    10.000     0.264     0.022    13.460   252.800    23.200    23.700     0.090    10.094   -83.812    15.770
  2667   118.300    15.691   -73.230    10.000     0.275     0.023    13.463   252.000    23.500    23.700     0.093    10.094   -83.812    15.775
  2667   118.190    15.696   -73.380    10.000     0.275     0.023    13.465   252.000    24.700    23.600     0.093    10.094   -83.812    15.780
  2669   118.090    15.701   -73.410    10.000     0.275     0.023    13.467   253.200    26.700    23.600     0.093    10.094   -83.812    15.787
  2670   117.970    15.707   -73.490    10.000     0.271     0.023    13.469   255.000    28.700    23.600     0.092    10.094   -83.811    15.793
  2671   117.870    15.712   -73.590    10.000     0.283     0.024    13.471   256.000    29.600    23.600     0.095    10.094   -83.811    15.798
  2672   117.770    15.717   -73.650    11.000     0.275     0.023    13.473   258.400    32.000    23.600     0.093    10.094   -83.811    15.804
  2672   117.660    15.723   -73.760    10.000     0.275     0.023    13.475   260.000    27.000    23.600     0.093    10.094   -83.810    15.809
  2674   117.530    15.729   -73.840    11.000     0.279     0.024    13.477   259.500    24.300    23.600     0.094    10.094   -83.810    15.817
  2674   117.370    15.737   -73.770    10.000     0.272     0.023    13.480   258.000    22.900    23.600     0.092    10.094   -83.810    15.821
  2676   117.250    15.743   -73.780    10.000     0.264     0.023    13.482   252.500    23.100    23.600     0.090    10.094   -83.810    15.828
  2677   117.050    15.753   -73.870    10.000     0.268     0.023    13.486   249.900    24.400    23.600     0.091    10.094   -83.810    15.834
  2678   116.900    15.761   -73.870    11.000     0.268     0.023    13.489   249.500    24.300    23.600     0.091    10.095   -83.809    15.841
  2680   116.750    15.768   -74.070    10.000     0.264     0.023    13.491   255.100    25.900    23.600     0.090    10.095   -83.809    15.852
  2681   116.610    15.775   -74.110    10.000     0.264     0.023    13.494   258.000    25.600    23.600     0.090    10.095   -83.809    15.856
  2682   116.450    15.783   -74.180    10.000     0.260     0.022    13.497   262.000    25.100    23.500     0.089    10.095   -83.809    15.863
  2683   116.280    15.792   -74.190    11.000     0.260     0.022    13.500   262.900    22.700    23.500     0.089    10.095   -83.808    15.872
  2684   116.120    15.800   -74.190    10.000     0.256     0.022    13.503   259.900    21.700    23.500     0.088    10.095   -83.808    15.878
  2686   115.890    15.811   -74.320    10.000     0.256     0.022    13.507   255.700    22.500    23.500     0.088    10.095   -83.808    15.890
  2687   115.730    15.819   -74.410    11.000     0.264     0.023    13.509   250.900    25.900    23.500     0.090    10.095   -83.808    15.895
  2688   115.640    15.824   -74.450    10.000     0.271     0.023    13.511   250.000    29.500    23.500     0.092    10.095   -83.807    15.901
  2689   115.510    15.830   -74.560    11.000     0.279     0.024    13.514   248.900    31.200    23.500     0.094    10.095   -83.807    15.906
  2690   115.420    15.835   -74.600    10.000     0.268     0.023    13.515   248.000    28.500    23.500     0.091    10.095   -83.807    15.914
  2691   115.300    15.841   -74.650    11.000     0.268     0.023    13.517   248.000    26.700    23.500     0.091    10.095   -83.807    15.920
  2692   115.150    15.848   -74.740    11.000     0.272     0.024    13.520   248.200    24.400    23.500     0.092    10.095   -83.806    15.928
  2693   114.900    15.861   -74.840    10.000     0.272     0.024    13.525   251.400    21.600    23.500     0.092    10.096   -83.806    15.934
  2694   114.780    15.867   -74.930    11.000     0.264     0.023    13.527   258.000    19.900    23.500     0.090    10.096   -83.806    15.940
  2695   114.640    15.874   -74.930    10.000     0.253     0.022    13.530   263.100    20.600    23.400     0.087    10.096   -83.806    15.948
  2696   114.510    15.881   -75.020    10.000     0.260     0.023    13.532   265.000    20.700    23.400     0.089    10.096   -83.806    15.956
  2697   114.380    15.887   -75.060    10.000     0.275     0.024    13.534   262.300    21.000    23.400     0.093    10.096   -83.805    15.963
  2698   114.240    15.894   -75.110    11.000     0.283     0.025    13.537   255.000    22.000    23.400     0.095    10.096   -83.805    15.967
  2703   113.360    15.939   -75.500    10.000     0.283     0.025    13.554   254.000    22.200    23.400     0.095    10.096   -83.804    16.020
  2705   113.260    15.944   -75.560    10.000     0.287     0.025    13.556   259.200    29.000    23.400     0.096    10.096   -83.804    16.024
  2705   113.110    15.952   -75.580    10.000     0.290     0.026    13.559   262.000    32.300    23.400     0.097    10.096   -83.803    16.028
  2707   112.950    15.960   -75.720    10.000     0.290     0.026    13.562   262.600    30.000    23.400     0.097    10.096   -83.803    16.036
  2707   112.820    15.966   -75.790    10.000     0.275     0.024    13.565   262.400    28.300    23.400     0.093    10.096   -83.803    16.041
  2709   112.690    15.973   -75.770    10.000     0.271     0.024    13.568   252.000    20.300    23.300     0.092    10.096   -83.803    16.049
  2715   111.990    16.009   -76.110    11.000  9000.000  9000.000    13.568   250.200    20.300    23.300  9000.000    10.097   -83.802    16.087
  2716   111.850    16.016   -76.240    11.000     0.290     0.026    13.568   255.300    23.800    23.300     0.097    10.097   -83.802    16.092
  2716   111.690    16.024   -76.370    10.000     0.290     0.026    13.571   261.000    22.200    23.300     0.097    10.097   -83.801    16.098
  2722   110.970    16.062   -76.660    10.000     0.290     0.026    13.586   253.400    23.300    23.200     0.097    10.097   -83.800    16.138
